id,key,value,type
306490504,street,Milton Road,addr
306490504,source,survey,source
306490504,source,survey,source
306490504,postal_code,CB4 1JY,addr
306490504,housenumber,8,addr
306490717,name,Renu's,regular
306490717,telephone,+441223313233,regular
306490717,amenity,fast_food,regular
306490717,cuisine,indian,regular
306490717,street,Milton Road,addr
306490717,source,survey,source
306490717,postal_code,CB4 1JY,addr
306490717,housenumber,26,addr
306490732,name,Hakka,regular
306490732,telephone,+441223568988,regular
306490732,amenity,restaurant,regular
306490732,cuisine,chinese,regular
306490732,street,Milton Road,addr
306490732,source,survey,source
306490732,postal_code,CB4 1JY,addr
306490732,housenumber,24,addr
306490733,name,Tommy Tucker,regular
306490733,amenity,fast_food,regular
306490733,cuisine,fish_and_chips,regular
306490733,street,Milton Road,addr
306490733,postal_code,CB4 1JY,addr
306490733,housenumber,22,addr
306490734,name,Banana Leaf,regular
306490734,telephone,+441223355955,regular
306490734,amenity,restaurant,regular
306490734,cuisine,indian,regular
306490734,street,Milton Road,addr
306490734,source,survey,source
306490734,postal_code,CB4 1JY,addr
306490734,housenumber,20,addr
306534486,source,survey,regular
306534486,amenity,bicycle_parking,regular
306585596,ele,51.075,regular
306587468,ele,11.181,regular
306641208,name,Baits Bite Lock,regular
306641208,tourism,attraction,regular
306729898,name,Cooper & Sons,regular
306729898,shop,trophy,regular
306729898,telephone,+441223365987,regular
306729898,full,"Carlton Terrace, Carlton Way",addr
306729898,street,Carlton Way,addr
306729898,postal_code,CB4 2DA,addr
306729898,website,http://www.coopertrophies.co.uk,contact
306729899,name,One Stop,regular
306729899,shop,convenience,regular
306729899,source,survey,regular
306729899,full,"Carlton Terrace, Carlton Way",addr
306729899,street,Carlton Way,addr
306729899,postal_code,CB4 2DA,addr
306729900,source,survey,regular
306729900,amenity,atm,regular
306729900,wheelchair,yes,regular
306729904,note,"Citi 1 stops here.  Label says ""Arbury  Mere Way  opp Ellesmere Road"" txt msg ref CMBDGDAG",regular
306729904,source,survey,regular
306729904,highway,bus_stop,regular
306729904,operator,Stagecoach,regular
306729905,note,"Citi 1 stops here.  Label says ""King's Hedges  Mere Way  opp Fortescue Road"" txt msg ref CMBDAWAW",regular
306729905,source,survey,regular
306729905,highway,bus_stop,regular
306729905,operator,Stagecoach,regular
307119704,power,pole,regular
307119704,source,Bing,regular
307387515,name,Savino's,regular
307387515,source,local knowledge,regular
307387515,amenity,cafe,regular
307387515,city,Cambridge,addr
307387515,street,Emmanuel Street,addr
307387515,country,GB,addr
307387515,postal_code,CB1 1NE,addr
307387515,housenumber,3,addr
307387612,amenity,fast_food,regular
307387612,operator,Subway,regular
307387612,city,Cambridge,addr
307387612,street,Emmanuel Street,addr
307387612,country,GB,addr
307387612,postal_code,CB1 1NE,addr
307387612,housenumber,2,addr
307413129,power,pole,regular
307413129,source,Bing,regular
307413130,power,pole,regular
307413130,source,Bing,regular
307441588,highway,crossing,regular
307441588,crossing,uncontrolled,regular
307441588,crossing_ref,zebra,regular
307441588,tactile_paving,yes,regular
307443941,name,Cantab Millennium,regular
307443941,shop,"computer,internet_cafe",regular
307443941,amenity,internet_cafe,regular
307443941,street,Mill Road,addr
307443941,postal_code,CB1 2AW,addr
307443941,housenumber,95,addr
307445526,name,Mickey Flynn's,regular
307445526,sport,pool,regular
307445526,street,Mill Road,addr
307445526,postal_code,CB1 2AZ,addr
307445526,housenumber,103,addr
307445656,amenity,bicycle_parking,regular
307445916,name,Cambridge Vinopolis,regular
307445916,shop,alcohol,regular
307445916,street,Devonshire Road,addr
307445916,postal_code,CB1 2BH,addr
307445916,housenumber,1a,addr
307448250,name,The Bridge (Drug Information and Treatment Service),regular
307448250,amenity,counselling,regular
307448250,street,Mill Road,addr
307448250,postal_code,CB1 3LP,addr
307448250,housenumber,"152,154",addr
307448523,name,Michael Barham & Co,regular
307448523,shop,solicitor,regular
307448523,source,survey,regular
307448523,street,Mill Road,addr
307448523,postal_code,CB1 3LP,addr
307448523,housenumber,168,addr
307448555,name,The Bridge Cafe and Sandwich Bar,regular
307448555,source,survey,regular
307448555,amenity,cafe,regular
307448555,cuisine,sandwiches;cake;jacket_potatoes,regular
307448555,street,Mill Road,addr
307448555,postal_code,CB1 3LP,addr
307448555,housenumber,164,addr
307448789,name,Cats' Protection League,regular
307448789,shop,charity,regular
307448789,source,survey,regular
307448789,street,Mill Road,addr
307448789,postal_code,CB1 3LP,addr
307448789,housenumber,172,addr
307449007,name,Coversure,regular
307449007,office,insurance,regular
307449007,source,survey,regular
307449007,street,Mill Road,addr
307449007,postal_code,CB1 3LP,addr
307449007,housenumber,174,addr
307449193,name,Vincent Shaw,regular
307449193,shop,estate_agent,regular
307449193,street,The Broadway,addr
307449193,postal_code,CB1 3AH,addr
307449193,housenumber,1,addr
307449862,name,Cavendish Classic Footwear,regular
307449862,shop,shoe_repair,regular
307449862,street,Mill Road,addr
307449862,postal_code,CB1 3AA,addr
307449862,housenumber,157,addr
307450047,name,Cambridge Floral Designs,regular
307450047,shop,florist,regular
307450047,website,www.thebroadwayflorist.co.uk,regular
307450047,wheelchair,yes,regular
307450047,street,The Broadway,addr
307450047,postal_code,CB1 3AH,addr
307450047,housenumber,3,addr
307450051,name,Halls of Cambridge,regular
307450051,shop,locksmith,regular
307450051,street,The Broadway,addr
307450051,postal_code,CB1 3AH,addr
307450051,housenumber,6,addr
307450086,name,Bush,regular
307450086,shop,estate_agent,regular
307450086,street,The Broadway,addr
307450086,postal_code,CB1 3AH,addr
307450086,housenumber,8,addr
307450112,name,Urban Larder,regular
307450112,amenity,cafe,regular
307450112,id,745746,fhrs
307450112,website,http://urbanlarderonline.co.uk/,regular
307450112,wheelchair,yes,regular
307450112,street,The Broadway,addr
307450112,postal_code,CB1 3AH,addr
307450112,housenumber,9,addr
307450156,name,Rollers,regular
307450156,shop,hairdresser,regular
307450156,street,The Broadway,addr
307450156,postal_code,CB1 3AH,addr
307450156,housenumber,12,addr
307450187,name,Sea Tree,regular
307450187,amenity,fast_food,regular
307450187,cuisine,fish_and_chips,regular
307450187,id,505981,fhrs
307450187,website,http://www.theseatree.co.uk/,regular
307450187,street,The Broadway,addr
307450187,postal_code,CB1 3AH,addr
307450187,housenumber,13-14,addr
307450702,name,Tradizioni,regular
307450702,amenity,restaurant,regular
307450702,cuisine,italian,regular
307450702,takeaway,yes,regular
307450702,wheelchair,yes,regular
307450702,street,The Broadway,addr
307450702,postal_code,CB1 3AH,addr
307450702,housenumber,18,addr
307450872,name,Haart,regular
307450872,shop,estate_agent,regular
307450872,street,The Broadway,addr
307450872,postal_code,CB1 3AH,addr
307450872,housenumber,19,addr
307450933,name,Tanning World,regular
307450933,shop,tanning,regular
307450933,street,The Broadway,addr
307450933,postal_code,CB1 3AH,addr
307450933,housenumber,20,addr
307451735,name,Kailash,regular
307451735,shop,"household,discount",regular
307451735,street,Mill Road,addr
307451735,postal_code,CB1 3LP,addr
307451735,housenumber,182,addr
307452268,name,Notun Bangla Bazar,regular
307452268,shop,convenience,regular
307452268,source,survey,regular
307452268,id,506308,fhrs
307452268,street,Mill Road,addr
307452268,postal_code,CB1 3NF,addr
307452268,housenumber,194,addr
307452371,name,Bamboo,regular
307452371,shop,hairdresser,regular
307452371,source,survey,regular
307452371,street,Mill Road,addr
307452371,postal_code,CB1 3NF,addr
307452371,housenumber,202,addr
307453077,name,Londis,regular
307453077,shop,convenience,regular
307453077,source,survey,regular
307453077,id,506312,fhrs
307453077,street,Mill Road,addr
307453077,postal_code,CB1 3NF,addr
307453077,housenumber,218-220,addr
307453077,interpolation,even,addr
307453199,name,Chicken Rush,regular
307453199,source,survey,regular
307453199,amenity,restaurant,regular
307453199,cuisine,curry,regular
307453199,id,569431,fhrs
307453199,old_name,Chukria's Curry House,regular
307453199,mapillary,UVfzB76EGnLCVl1WleHcnw,regular
307453199,street,Mill Road,addr
307453199,source,Mapillary,source
307453199,postal_code,CB1 3NF,addr
307453199,housenumber,214-216,addr
307453199,interpolation,even,addr
307454183,name,Himalaya,regular
307454183,shop,fancy_goods,regular
307454183,source,survey,regular
307454183,street,Mill Road,addr
307454183,postal_code,CB1 3NF,addr
307454183,housenumber,204,addr
307454189,name,The Old Chemist Shop,regular
307454189,shop,antiques,regular
307454189,source,survey,regular
307454189,street,Mill Road,addr
307454189,postal_code,CB1 3NF,addr
307454189,housenumber,206,addr
307455023,name,Cambridge Building Society,regular
307455023,source,survey,regular
307455023,amenity,bank,regular
307455023,street,Mill Road,addr
307455023,postal_code,CB1 3NF,addr
307455023,housenumber,208,addr
307455079,name,RSPCA,regular
307455079,shop,charity,regular
307455079,source,survey,regular
307455079,street,Mill Road,addr
307455079,postal_code,CB1 3LP,addr
307455079,housenumber,188,addr
307455173,name,Greg's Cycles,regular
307455173,shop,bicycle,regular
307455173,source,survey,regular
307455173,street,Mill Road,addr
307455173,postal_code,CB1 3LP,addr
307455173,housenumber,186,addr
307455618,source,survey,regular
307455618,street,Mill Road,addr
307455618,shop,yes,disused
307455618,postal_code,CB1 3LP,addr
307455618,housenumber,190-192,addr
307455618,interpolation,even,addr
307456012,name,Monarch Coin Laundry,regular
307456012,shop,laundry,regular
307456012,wheelchair,yes,regular
307456012,street,Mill Road,addr
307456012,postal_code,CB1 3AN,addr
307456012,housenumber,161,addr
307456147,name,Tesco Express,regular
307456147,shop,supermarket,regular
307456147,id,506866,fhrs
307456147,wheelchair,yes,regular
307456147,street,Mill Road,addr
307456147,postal_code,CB1 3AN,addr
307456147,housenumber,163-167,addr
307457518,name,Bush,regular
307457518,shop,estate_agent,regular
307457518,street,Mill Road,addr
307457518,postal_code,CB1 3AN,addr
307457518,housenumber,169,addr
307457698,name,Cut Price Carpets,regular
307457698,shop,carpet,regular
307457698,street,Mill Road,addr
307457698,postal_code,CB1 3AN,addr
307457698,housenumber,175,addr
307457787,name,Hilary's,regular
307457787,shop,greengrocer,regular
307457787,id,506304,fhrs
307457787,street,Mill Road,addr
307457787,postal_code,CB1 3AN,addr
307457787,housenumber,175a,addr
307458803,name,Arthur Rank Hospice,regular
307458803,shop,charity,regular
307458803,source,survey,regular
307458803,street,Mill Road,addr
307458803,postal_code,CB1 3NF,addr
307458803,housenumber,222,addr
307458935,name,Liutaio,regular
307458935,source,survey,regular
307458935,amenity,cafe,regular
307458935,cuisine,chinese;oriental_fusion;dim_sum,regular
307458935,street,Mill Road,addr
307458935,postal_code,CB1 3NF,addr
307458935,opening_hours,Mo-Su 11:00-23:00,regular
307458935,housenumber,224,addr
307459035,name,ecig wizard,regular
307459035,shop,yes,regular
307459035,source,survey,regular
307459035,street,Mill Road,addr
307459035,postal_code,CB1 3NF,addr
307459035,housenumber,226,addr
307459194,name,Natural Health,regular
307459194,shop,health,regular
307459194,source,survey,regular
307459194,street,Mill Road,addr
307459194,postal_code,CB1 3NF,addr
307459194,opening_hours,Mo-Su 09:30-21:00,regular
307459194,housenumber,228,addr
307459267,name,Broadway Pristine,regular
307459267,shop,dry_cleaning,regular
307459267,source,survey,regular
307459267,street,Mill Road,addr
307459267,postal_code,CB1 3NF,addr
307459267,opening_hours,Mo-Fr 08:30-17:30; Sa 09:00-17:30,regular
307459267,housenumber,232,addr
307459351,name,Coral,regular
307459351,shop,bookmaker,regular
307459351,source,survey,regular
307459351,street,Mill Road,addr
307459351,postal_code,CB1 3NF,addr
307459351,housenumber,234-236,addr
307459351,interpolation,even,addr
307459457,name,Acupuncture and Herbs with Dr Li Zhang,regular
307459457,shop,acupuncture,regular
307459457,source,survey,regular
307459457,street,Mill Road,addr
307459457,postal_code,CB1 3NF,addr
307459457,housenumber,238,addr
307459927,name,Martins,regular
307459927,shop,estate_agent,regular
307459927,street,Mill Road,addr
307459927,postal_code,CB1 3AN,addr
307459927,housenumber,191,addr
307459928,name,Hidden Hearing,regular
307459928,shop,hearing_aids,regular
307459928,street,Mill Road,addr
307459928,postal_code,CB1 3AN,addr
307459928,housenumber,193,addr
307460055,name,Cycle King Discount Cycles,regular
307460055,shop,bicycle,regular
307460055,street,Mill Road,addr
307460055,postal_code,CB1 3AN,addr
307460055,housenumber,195-197,addr
307460840,name,Salisbury Conservative Club,regular
307460840,amenity,social_club,regular
307460840,id,506319,fhrs
307460840,building,yes,regular
307460840,city,Cambridge,addr
307460840,street,Mill Road,addr
307460840,country,GB,addr
307460840,postal_code,CB1 3NF,addr
307460840,housenumber,272,addr
307461058,name,Romsey Town Labour Club,regular
307461058,building,yes,regular
307461058,city,Cambridge,addr
307461058,street,Mill Road,addr
307461058,country,GB,addr
307461058,postal_code,CB1 3NL,addr
307461143,name,Cambridge Deaf Centre,regular
307461143,street,Romsey Terrace,addr
307461143,postal_code,CB1 3NH,addr
307461152,name,Cutlacks,regular
307461152,shop,hardware,regular
307461152,telephone,+441223246418,regular
307461152,website,cutlacks.co.uk,regular
307461152,street,Mill Road,addr
307461152,postal_code,CB1 3NF,addr
307461152,housenumber,264-268,addr
307461188,name,Salon 262,regular
307461188,shop,hairdresser,regular
307461188,website,salon262.co.uk,regular
307461188,telephone,,regular
307461188,street,Mill Road,addr
307461188,postal_code,CB1 3NF,addr
307461188,housenumber,262,addr
307461424,name,The Children's Society,regular
307461424,shop,charity,regular
307461424,website,http://www.childrenssociety.org.uk/,regular
307461424,telephone,,regular
307461424,street,Mill Road,addr
307461424,postal_code,CB1 3NF,addr
307461424,housenumber,258,addr
307461672,name,The Charity Shop,regular
307461672,shop,charity,regular
307461672,street,Mill Road,addr
307461672,postal_code,CB1 3AN,addr
307461672,housenumber,193b,addr
307462387,name,Zabella,regular
307462387,shop,beauty,regular
307462387,street,Mill Road,addr
307462387,postal_code,CB1 3NL,addr
307462387,housenumber,294,addr
307462437,name,Sunrise Chinese Medicine (),regular
307462437,shop,alternative_medicine,regular
307462437,street,Mill Road,addr
307462437,postal_code,CB1 3NL,addr
307462437,housenumber,296,addr
307462448,name,Cambridge Discount Electrical,regular
307462448,shop,electronics,regular
307462448,street,Mill Road,addr
307462448,postal_code,CB1 3NL,addr
307462448,housenumber,298,addr
307462582,name,Cambridge Discount Heating and Plumbing,regular
307462582,shop,household,regular
307462582,street,Mill Road,addr
307462582,postal_code,CB1 3NL,addr
307462582,housenumber,300-302,addr
307463091,name,Moving Pictures,regular
307463091,shop,tattoo,regular
307463091,street,Mill Road,addr
307463091,postal_code,CB1 3NN,addr
307463091,housenumber,396,addr
307478283,name,Wintercomfort for the Homeless,regular
307478283,source,survey,regular
307478283,website,www.wintercomfort.org.uk,regular
307478283,street,Victoria Avenue,addr
307478283,postal_code,CB4 1EG,addr
307478283,housename,Overstream House,addr
307478285,name,A. Waller & Son,regular
307478285,shop,butcher,regular
307478285,telephone,+441223350972,regular
307478285,id,506523,fhrs
307478285,wheelchair,yes,regular
307478285,street,Victoria Avenue,addr
307478285,source,FHRS Open Data,source
307478285,postal_code,CB4 1EG,addr
307478285,opening_hours,"Mo-Fr 07:30-17:30, Sa 07:00-17:00",regular
307478285,housenumber,15,addr
307478286,name,Victoria Bridge Dental Practice,regular
307478286,telephone,+441223323696,regular
307478286,source,survey,regular
307478286,amenity,dentist,regular
307478286,street,Victoria Avenue,addr
307478286,postal_code,CB4 1EG,addr
307478286,housenumber,13,addr
307478288,name,vapingliquid.com,regular
307478288,shop,tobacco,regular
307478288,telephone,+441223350042,regular
307478288,source,survey,regular
307478288,id,507041,fhrs
307478288,street,Victoria Avenue,addr
307478288,postal_code,CB4 1EG,addr
307478288,source,FHRS Open Data,source
307478288,housenumber,11,addr
307478289,name,University Cycles,regular
307478289,shop,bicycle,regular
307478289,source,survey,regular
307478289,street,Victoria Avenue,addr
307478289,postal_code,CB4 1EG,addr
307478289,housenumber,9,addr
307478291,name,Cambridge Dental Centre,regular
307478291,telephone,+441223319787,regular
307478291,source,survey,regular
307478291,amenity,dentist,regular
307478291,street,Chesterton Road,addr
307478291,postal_code,CB4 1EN,addr
307478291,housenumber,36,addr
307478292,name,Chesterton Road News Agents,regular
307478292,source,survey,regular
307478292,amenity,post_office,regular
307478292,street,Chesterton Road,addr
307478292,postal_code,CB4 1EN,addr
307478292,housenumber,40,addr
307478293,ref,CB4 142,regular
307478293,amenity,post_box,regular
307478293,type,pillar,post_box
307478294,name,A. & I. Lask,regular
307478294,shop,optician,regular
307478294,telephone,+44+431223357303,regular
307478294,source,survey,regular
307478294,street,Chesterton Road,addr
307478294,postal_code,CB4 1EN,addr
307478294,opening_hours,"Mo, Tu, Th, Fr 09:30-17:30; Sa 09:30-13:00",regular
307478294,housenumber,42,addr
307478296,name,Thirsty Cambridge,regular
307478296,shop,wine,regular
307478296,source,survey,regular
307478296,street,Chesterton Road,addr
307478296,postal_code,CB4 1EN,addr
307478296,housenumber,46,addr
307478298,name,Bob Dixon Bookmakers,regular
307478298,shop,betting,regular
307478298,street,Chesterton Road,addr
307478298,postal_code,CB4 1EN,addr
307478298,housenumber,50,addr
307478299,source,survey,regular
307478299,city,Cambridge,addr
307478299,street,Chesterton Road,addr
307478299,atm,yes,disused
307478299,postal_code,CB4 1EN,addr
307478299,amenity,bank,disused
307478299,housenumber,58,addr
307478299,operator,HSBC,disused
307478300,name,Barkers Bakery,regular
307478300,shop,bakery,regular
307478300,telephone,+441223314422,regular
307478300,source,survey,regular
307478300,website,http://www.barkers-bakery.co.uk/,regular
307478300,street,Chesterton Road,addr
307478300,postal_code,CB4 1EP,addr
307478300,opening_hours,Mo-Fr 07:00-14:30; Sa 07:30-13:00,regular
307478300,housenumber,60,addr
307478302,name,Boots,regular
307478302,source,survey,regular
307478302,amenity,pharmacy,regular
307478302,street,Chesterton Road,addr
307478302,postal_code,CB4 1EP,addr
307478302,opening_hours,Mo-Fr 09:00-18:00; Sa 09:00-16:00,regular
307478302,housenumber,68,addr
307478303,name,Tishka,regular
307478303,telephone,+441223363619,regular
307478303,source,survey,regular
307478303,amenity,cafe,regular
307478303,cuisine,international,regular
307478303,smoking,no,regular
307478303,city,Cambridge,addr
307478303,street,Chesterton Road,addr
307478303,postal_code,CB4 1EP,addr
307478303,opening_hours,7:30-15:00,regular
307478303,internet_access,no,regular
307478303,housenumber,70,addr
307478305,name,Ashley Hotel,regular
307478305,source,survey,regular
307478305,tourism,hotel,regular
307478305,street,Chesterton Road,addr
307478305,postal_code,CB4 1ER,addr
307478305,housenumber,74-76,addr
307478306,name,The Red House Surgery,regular
307478306,source,survey,regular
307478306,amenity,doctors,regular
307478306,street,Chesterton Road,addr
307478306,postal_code,CB4 1ER,addr
307478306,opening_hours,Mo-Fr 08:30-18:00,regular
307478306,housenumber,96,addr
307478310,ref,CB4 165,regular
307478310,source,survey,regular
307478310,amenity,post_box,regular
307478310,royal_cypher,no,regular
307478310,type,pillar,post_box
307478310,collection_times,Mo-Fr 18:30; Sa 12:00,regular
307637357,name,China City,regular
307637357,amenity,restaurant,regular
307637357,cuisine,chinese,regular
307637357,old_name,"The Ancient Druids,Tang Chinese",regular
307637357,street,Napier Street,addr
307637357,postal_code,CB1 1HR,addr
307637956,name,Bella Italia,regular
307637956,is_in,The Grafton,regular
307637956,layer,2,regular
307637956,amenity,restaurant,regular
307637956,cuisine,italian,regular
307637956,postal_code,CB1 1PS,addr
307757387,name,Alluring Nails & Tanning,regular
307757387,note,"Nails, tanning, spa pedicure. ",regular
307757387,shop,beauty,regular
307757387,source,survey / yahoo,regular
307757387,city,Cambridge,addr
307757387,street,Milton Road,addr
307757387,postal_code,CB4 1XE,addr
307757387,housenumber,109,addr
307757390,fax,+44 1223 302326,regular
307757390,name,Chesterton Carpets,regular
307757390,shop,carpet,regular
307757390,telephone,+441223365396,regular
307757390,source,survey / yahoo,regular
307757390,city,Cambridge,addr
307757390,street,Milton Road,addr
307757390,postal_code,CB4 1XE,addr
307757390,housenumber,111,addr
307757393,name,Milton House Take Away,regular
307757393,source,survey,regular
307757393,amenity,fast_food,regular
307757393,cuisine,chinese,regular
307757393,city,Cambridge,addr
307757393,street,Milton Road,addr
307757393,postal_code,CB4 1XE,addr
307757393,housenumber,113,addr
307757394,name,Prentis & Co. Chartered Accountants,regular
307757394,note,Not entirely sure if this is the main or the rear entrance.  Also not sure what to tag it as...  shop=?,regular
307757394,source,survey,regular
307757394,street,Milton Road,addr
307757397,name,Wilco Motorist Discount Store,regular
307757397,shop,car_parts,regular
307757397,source,survey,regular
307757397,city,Cambridge,addr
307757397,street,Milton Road,addr
307757397,postal_code,CB4 1XE,addr
307757397,housenumber,119,addr
307757399,name,121 Coffee,regular
307757399,source,survey,regular
307757399,amenity,cafe,regular
307757399,city,Cambridge,addr
307757399,street,Milton Road,addr
307757399,postal_code,CB4 1XE,addr
307757399,housenumber,121,addr
307757401,name,Muir and Kerr,regular
307757401,shop,hairdresser,regular
307757401,telephone,+441223350359,regular
307757401,source,survey,regular
307757401,website,muirandkerr.co.uk,regular
307757401,city,Cambridge,addr
307757401,street,Milton Road,addr
307757401,postal_code,CB4 1XE,addr
307757401,housenumber,125,addr
307757404,name,Burr Shoes,regular
307757404,shop,shoes,regular
307757404,source,survey,regular
307757404,city,Cambridge,addr
307757404,street,Milton Road,addr
307757404,postal_code,CB4 1XE,addr
307757404,housenumber,127,addr
307757410,name,Bob Dixon Bookmakers,regular
307757410,shop,betting,regular
307757410,source,survey,regular
307757410,city,Cambridge,addr
307757410,street,Milton Road,addr
307757410,postal_code,CB4 1XE,addr
307757411,name,PCHome-Call,regular
307757411,shop,computer_repair,regular
307757411,telephone,+441223852777,regular
307757411,source,survey,regular
307757411,street,Milton Road,addr
307757411,postal_code,CB4 1XE,addr
307757411,housenumber,147,addr
307757414,name,Cambridge Quality Meats Ltd.,regular
307757414,note,John Welton Proprietor.  Traditional Family and Catering Butchers.,regular
307757414,shop,butcher,regular
307757414,telephone,+441223352853,regular
307757414,source,survey,regular
307757414,city,Cambridge,addr
307757414,street,Arbury Road,addr
307757414,postal_code,CB4 2JB,addr
307757415,name,Elaine's Hair Fashions,regular
307757415,shop,hairdresser,regular
307757415,telephone,+441223351480,regular
307757415,source,survey,regular
307757415,city,Cambridge,addr
307757415,street,Arbury Road,addr
307757415,postal_code,CB4 2JB,addr
307757417,name,Al Noor,regular
307757417,shop,convenience,regular
307757417,city,Cambridge,addr
307757417,street,Arbury Road,addr
307757417,postal_code,CB4 2JB,addr
307757417,housenumber,1E,addr
308714223,source,yahoo / knowledge,regular
308714223,amenity,recycling,regular
308714223,location,overground,regular
308714223,recycling_type,container,regular
308999451,power,tower,regular
308999451,design,h-frame,regular
308999451,material,wood,regular
308999451,type,anchor,tower
310286622,name,Cambs Antiques Centre,regular
310286622,shop,antiques,regular
310286622,street,Gwydir Street,addr
310286622,postal_code,CB1 2LJ,addr
310286622,housename,Dales Brewery,addr
310286622,housenumber,Unit 1-2,addr
310286819,name,The Hive Antiques and Collectables,regular
310286819,shop,antiques,regular
310286819,wheelchair,no,regular
310286819,street,Gwydir Street,addr
310286819,postal_code,CB1 2LJ,addr
310286819,housename,Dales Brewery,addr
310286819,housenumber,Unit 3,addr
310286820,name,Bodywise,regular
310286820,amenity,gym,regular
310286820,street,Gwydir Street,addr
310286820,postal_code,CB1 2LJ,addr
310286820,housename,Dales Brewery,addr
310286820,housenumber,Unit 4,addr
310400190,source,survey,regular
310400190,barrier,gate,regular
310400191,source,survey,regular
310400191,amenity,telephone,regular
311287731,barrier,gate,regular
311289669,ref,D-A,regular
311289669,foot,yes,regular
311289669,barrier,gate,regular
311289669,bicycle,yes,regular
311289669,vehicle,no,regular
311289669,entrance,main_entrance,regular
311289669,operator,University of Cambridge,regular
311303722,ref,D-F;DOW-B,regular
311303722,foot,yes,regular
311303722,name,Howard Gate,regular
311303722,access,no,regular
311303722,barrier,gate,regular
311303722,bicycle,yes,regular
311303722,vehicle,no,regular
311303722,entrance,secondary_entrance,regular
311303722,operator,University of Cambridge,regular
311303722,motor_vehicle,no,regular
311304353,ref,DOW-A,regular
311304353,access,permissive,regular
311304353,barrier,gate,regular
311304353,entrance,main,regular
311304353,operator,Downing College (University of Cambridge),regular
311307760,ref,CAI-B,regular
311307760,name,Great Gate,regular
311307760,access,private,regular
311307760,barrier,gate,regular
311307760,operator,Gonville & Caius College (University of Cambridge),regular
311307773,ref,CAI-C,regular
311307773,name,Gate of Honour,regular
311307773,barrier,gate,regular
311307773,operator,Gonville & Caius College (University of Cambridge),regular
311308317,ref,CAI-A,regular
311308317,name,Gate of Humility,regular
311308317,barrier,gate,regular
311308317,bicycle,no,regular
311308317,vehicle,no,regular
311308317,entrance,main_entrance,regular
311339949,note,Mobile phone mast disguised as a wooden telegraph pole.,regular
311339949,source,survey,regular
311339949,man_made,tower,regular
311339951,name,Bulstrode Gardens,regular
311339951,note,"Stop for Citi 4. Label ""Cambridge Madingley Road opp Bulstrode Gardens"" txt msg ref CMBDAPTA",regular
311339951,source,naptan_import;survey,regular
311339951,highway,bus_stop,regular
311339951,operator,Stagecoach,regular
311339951,route_ref,C4;U4;X5,regular
311339951,wheelchair,yes,regular
311339951,street,Madingley Road,naptan
311339951,bearing,E,naptan
311339951,atcocode,0500CCITY235,naptan
311339951,landmark,Bulstrode Gardens,naptan
311339951,verified,no,naptan
311339951,indicator,opp,naptan
311339951,public_transport,platform,regular
311339951,commonname,Bulstrode Gardens,naptan
311339951,naptancode,cmbdapta,naptan
311339951,plusbuszoneref,CAMBDGE,naptan
311339951,shortcommonname,Bulstrode Gardens,naptan
311339954,name,Castle Street,regular
311339954,note,Stop for 14 and X5.  No other labelling or txt msg ref afaics.,regular
311339954,source,naptan_import,regular
311339954,highway,bus_stop,regular
311339954,shelter,no,regular
311339954,operator,Stagecoach,regular
311339954,wheelchair,yes,regular
311339954,street,Northampton Street,naptan
311339954,bearing,E,naptan
311339954,tactile_paving,no,regular
311339954,atcocode,0500CCITY261,naptan
311339954,landmark,Castle Street,naptan
311339954,verified,no,naptan
311339954,indicator,near,naptan
311339954,public_transport,platform,regular
311339954,commonname,Castle Street,naptan
311339954,naptancode,cmbdatdp,naptan
311339954,plusbuszoneref,CAMBDGE,naptan
311339954,shortcommonname,Castle Street,naptan
311339955,note,Public phone box which Apparently has wifi available!,regular
311339955,source,survey,regular
311339955,amenity,telephone,regular
311339959,note,"Stop for Citi 1, Citi 2, 15, 15A.  Label ""Cambridge  Chesterton Road  Carlyle Road"", txt msg ref CMBDAJAW",regular
311339959,source,survey,regular
311339959,highway,bus_stop,regular
311339959,operator,Stagecoach,regular
311339960,amenity,bicycle_parking,regular
311339960,capacity,4,regular
311339964,source,survey,regular
311339964,amenity,telephone,regular
311339967,source,survey / yahoo,regular
311339967,city,Cambridge,addr
311339967,country,GB,addr
311339984,sport,soccer,regular
311339984,source,yahoo / knowledge,regular
311339984,leisure,pitch,regular
311554138,tourism,information,regular
311554138,information,office,regular
311967247,name,HK Fusion,regular
311967247,amenity,restaurant,regular
311967247,cuisine,chinese,regular
311967247,city,Cambridge,addr
311967247,street,Burleigh Street,addr
311967247,postal_code,CB1 1DG,addr
311967247,housenumber,21,addr
311967476,name,Moza,regular
311967476,level,1,regular
311967476,amenity,restaurant,regular
311967476,cuisine,indian,regular
311967476,website,http://www.mozaindianbuffet.com/,regular
311967476,city,Cambridge,addr
311967476,street,Cambridge Leisure Park,addr
311967476,postal_code,CB1 7DY,addr
312004743,source,knowledge,regular
312004743,barrier,gate,regular
312051403,amenity,bicycle_parking,regular
312482503,name,Peking,regular
312482503,amenity,restaurant,regular
312482503,cuisine,chinese,regular
312482503,alt_name,Lemon Grass,regular
312482503,street,Homerton Street,addr
312482503,postal_code,CB2 8NX,addr
312727876,highway,traffic_signals,regular
312730968,maxheight,2.1,regular
312731024,source,survey,regular
312731024,barrier,lift_gate,regular
312732878,barrier,gate,regular
312818861,barrier,lift_gate,regular
312818953,amenity,bicycle_parking,regular
314289129,source,knowledge,regular
